frontend-1  | 2026-04-18T05:48:03.211861575Z 172.19.0.1 - - [18/Apr/2026:05:48:03 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:27.215192630Z 172.19.0.1 - - [18/Apr/2026:05:48:27 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:29.215695905Z 172.19.0.1 - - [18/Apr/2026:05:48:29 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:31.214504271Z 172.19.0.1 - - [18/Apr/2026:05:48:31 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:33.214569480Z 172.19.0.1 - - [18/Apr/2026:05:48:33 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:35.214653729Z 172.19.0.1 - - [18/Apr/2026:05:48:35 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:37.213896430Z 172.19.0.1 - - [18/Apr/2026:05:48:37 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:39.213787644Z 172.19.0.1 - - [18/Apr/2026:05:48:39 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:41.213207991Z 172.19.0.1 - - [18/Apr/2026:05:48:41 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:43.213778533Z 172.19.0.1 - - [18/Apr/2026:05:48:43 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:45.213850274Z 172.19.0.1 - - [18/Apr/2026:05:48:45 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:47.213695944Z 172.19.0.1 - - [18/Apr/2026:05:48:47 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:49.213827325Z 172.19.0.1 - - [18/Apr/2026:05:48:49 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:51.213843312Z 172.19.0.1 - - [18/Apr/2026:05:48:51 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:53.213692791Z 172.19.0.1 - - [18/Apr/2026:05:48:53 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:55.213654560Z 172.19.0.1 - - [18/Apr/2026:05:48:55 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:57.214685826Z 172.19.0.1 - - [18/Apr/2026:05:48:57 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:48:59.215283375Z 172.19.0.1 - - [18/Apr/2026:05:48:59 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:01.215159227Z 172.19.0.1 - - [18/Apr/2026:05:49:01 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:03.215372757Z 172.19.0.1 - - [18/Apr/2026:05:49:03 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:05.215895222Z 172.19.0.1 - - [18/Apr/2026:05:49:05 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:07.216472790Z 172.19.0.1 - - [18/Apr/2026:05:49:07 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:09.216668711Z 172.19.0.1 - - [18/Apr/2026:05:49:09 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:11.217675525Z 172.19.0.1 - - [18/Apr/2026:05:49:11 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:13.218683587Z 172.19.0.1 - - [18/Apr/2026:05:49:13 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:15.218736648Z 172.19.0.1 - - [18/Apr/2026:05:49:15 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:17.219722462Z 172.19.0.1 - - [18/Apr/2026:05:49:17 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:19.220723488Z 172.19.0.1 - - [18/Apr/2026:05:49:19 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:21.221496606Z 172.19.0.1 - - [18/Apr/2026:05:49:21 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:23.222040881Z 172.19.0.1 - - [18/Apr/2026:05:49:23 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:25.222745065Z 172.19.0.1 - - [18/Apr/2026:05:49:25 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
frontend-1  | 2026-04-18T05:49:27.223838367Z 172.19.0.1 - - [18/Apr/2026:05:49:27 +0000] "GET / HTTP/1.1" 200 3077 "-" "node" "-"
backend-1   | 2026-04-18T05:48:43.410687653Z Error tracking order: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:43.410713058Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:43.410716213Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:192:22)
backend-1   | 2026-04-18T05:48:43.410718536Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:43.410720971Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:43.410737848Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:43.410739979Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:43.410741612Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17)
backend-1   | 2026-04-18T05:48:43.410743152Z     at async Collection.findOne (/app/node_modules/mongodb/lib/collection.js:277:21) {
backend-1   | 2026-04-18T05:48:43.410744679Z   errorLabelSet: Set(0) {},
backend-1   | 2026-04-18T05:48:43.410746210Z   reason: TopologyDescription {
backend-1   | 2026-04-18T05:48:43.410747684Z     type: 'Single',
backend-1   | 2026-04-18T05:48:43.410749116Z     servers: Map(1) { 'mongodb:27017' => [ServerDescription] },
backend-1   | 2026-04-18T05:48:43.410750871Z     stale: false,
backend-1   | 2026-04-18T05:48:43.410752261Z     compatible: true,
backend-1   | 2026-04-18T05:48:43.410753696Z     heartbeatFrequencyMS: 10000,
backend-1   | 2026-04-18T05:48:43.410755129Z     localThresholdMS: 15,
backend-1   | 2026-04-18T05:48:43.410756516Z     setName: null,
backend-1   | 2026-04-18T05:48:43.410757913Z     maxElectionId: null,
backend-1   | 2026-04-18T05:48:43.410759314Z     maxSetVersion: null,
backend-1   | 2026-04-18T05:48:43.410760702Z     commonWireVersion: 0,
backend-1   | 2026-04-18T05:48:43.410762170Z     logicalSessionTimeoutMinutes: null
backend-1   | 2026-04-18T05:48:43.410763640Z   },
backend-1   | 2026-04-18T05:48:43.410765055Z   code: undefined,
backend-1   | 2026-04-18T05:48:43.410766479Z   [cause]: MongoNetworkError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:43.410767997Z       at Socket.<anonymous> (/app/node_modules/mongodb/lib/cmap/connect.js:286:44)
backend-1   | 2026-04-18T05:48:43.410769595Z       at Object.onceWrapper (node:events:632:26)
backend-1   | 2026-04-18T05:48:43.410771047Z       at Socket.emit (node:events:517:28)
backend-1   | 2026-04-18T05:48:43.410772482Z       at emitErrorNT (node:internal/streams/destroy:151:8)
backend-1   | 2026-04-18T05:48:43.410773930Z       at emitErrorCloseNT (node:internal/streams/destroy:116:3)
backend-1   | 2026-04-18T05:48:43.410775430Z       at process.processTicksAndRejections (node:internal/process/task_queues:82:21) {
backend-1   | 2026-04-18T05:48:43.410777085Z     errorLabelSet: Set(1) { 'ResetPool' },
backend-1   | 2026-04-18T05:48:43.410778511Z     beforeHandshake: false,
backend-1   | 2026-04-18T05:48:43.410779936Z     [cause]: Error: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:43.410781375Z         at GetAddrInfoReqWrap.onlookupall [as oncomplete] (node:dns:118:26) {
backend-1   | 2026-04-18T05:48:43.410782867Z       errno: -3001,
backend-1   | 2026-04-18T05:48:43.410784271Z       code: 'EAI_AGAIN',
backend-1   | 2026-04-18T05:48:43.410785688Z       syscall: 'getaddrinfo',
backend-1   | 2026-04-18T05:48:43.410787080Z       hostname: 'mongodb'
backend-1   | 2026-04-18T05:48:43.410788533Z     }
backend-1   | 2026-04-18T05:48:43.410789990Z   }
backend-1   | 2026-04-18T05:48:43.410793488Z }
backend-1   | 2026-04-18T05:48:45.217522267Z Error searching products: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.217540479Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:45.217541766Z     at runNextTicks (node:internal/process/task_queues:60:5)
backend-1   | 2026-04-18T05:48:45.217542615Z     at listOnTimeout (node:internal/timers:538:9)
backend-1   | 2026-04-18T05:48:45.217543337Z     at process.processTimers (node:internal/timers:512:7)
backend-1   | 2026-04-18T05:48:45.217544094Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:145:18)
backend-1   | 2026-04-18T05:48:45.217544856Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:45.217545631Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:45.217546376Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:45.217547185Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:45.217548082Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17) {
backend-1   | 2026-04-18T05:48:45.217548848Z   errorLabelSet: Set(0) {},
backend-1   | 2026-04-18T05:48:45.217549557Z   reason: TopologyDescription {
backend-1   | 2026-04-18T05:48:45.217550255Z     type: 'Single',
backend-1   | 2026-04-18T05:48:45.217550967Z     servers: Map(1) { 'mongodb:27017' => [ServerDescription] },
backend-1   | 2026-04-18T05:48:45.217551880Z     stale: false,
backend-1   | 2026-04-18T05:48:45.217552726Z     compatible: true,
backend-1   | 2026-04-18T05:48:45.217554208Z     heartbeatFrequencyMS: 10000,
backend-1   | 2026-04-18T05:48:45.217554928Z     localThresholdMS: 15,
backend-1   | 2026-04-18T05:48:45.217555622Z     setName: null,
backend-1   | 2026-04-18T05:48:45.217556290Z     maxElectionId: null,
backend-1   | 2026-04-18T05:48:45.217556980Z     maxSetVersion: null,
backend-1   | 2026-04-18T05:48:45.217557646Z     commonWireVersion: 0,
backend-1   | 2026-04-18T05:48:45.217558340Z     logicalSessionTimeoutMinutes: null
backend-1   | 2026-04-18T05:48:45.217559089Z   },
backend-1   | 2026-04-18T05:48:45.217559746Z   code: undefined,
backend-1   | 2026-04-18T05:48:45.217560435Z   [cause]: MongoNetworkError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.217561406Z       at Socket.<anonymous> (/app/node_modules/mongodb/lib/cmap/connect.js:286:44)
backend-1   | 2026-04-18T05:48:45.217562289Z       at Object.onceWrapper (node:events:632:26)
backend-1   | 2026-04-18T05:48:45.217563039Z       at Socket.emit (node:events:517:28)
backend-1   | 2026-04-18T05:48:45.217563744Z       at emitErrorNT (node:internal/streams/destroy:151:8)
backend-1   | 2026-04-18T05:48:45.217564474Z       at emitErrorCloseNT (node:internal/streams/destroy:116:3)
backend-1   | 2026-04-18T05:48:45.217565223Z       at process.processTicksAndRejections (node:internal/process/task_queues:82:21) {
backend-1   | 2026-04-18T05:48:45.217572477Z     errorLabelSet: Set(1) { 'ResetPool' },
backend-1   | 2026-04-18T05:48:45.217573237Z     beforeHandshake: false,
backend-1   | 2026-04-18T05:48:45.217573940Z     [cause]: Error: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.217574698Z         at GetAddrInfoReqWrap.onlookupall [as oncomplete] (node:dns:118:26) {
backend-1   | 2026-04-18T05:48:45.217575460Z       errno: -3001,
backend-1   | 2026-04-18T05:48:45.217576164Z       code: 'EAI_AGAIN',
backend-1   | 2026-04-18T05:48:45.217576847Z       syscall: 'getaddrinfo',
backend-1   | 2026-04-18T05:48:45.217578249Z       hostname: 'mongodb'
backend-1   | 2026-04-18T05:48:45.217578985Z     }
backend-1   | 2026-04-18T05:48:45.217579676Z   }
backend-1   | 2026-04-18T05:48:45.217580342Z }
backend-1   | 2026-04-18T05:48:45.217590138Z getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.218562764Z Error tracking order: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.218566366Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:45.218567247Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:145:18)
backend-1   | 2026-04-18T05:48:45.218568092Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:45.218568879Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:45.218569695Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:45.218570473Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:45.218571241Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17)
backend-1   | 2026-04-18T05:48:45.218572010Z     at async Collection.findOne (/app/node_modules/mongodb/lib/collection.js:277:21)
backend-1   | 2026-04-18T05:48:45.218572789Z     at async model.Query._findOne (/app/node_modules/mongoose/lib/query.js:2687:15)
backend-1   | 2026-04-18T05:48:45.218573523Z     at async model.Query.exec (/app/node_modules/mongoose/lib/query.js:4604:63) {
backend-1   | 2026-04-18T05:48:45.218574269Z   errorLabelSet: Set(0) {},
backend-1   | 2026-04-18T05:48:45.218574970Z   reason: TopologyDescription {
backend-1   | 2026-04-18T05:48:45.218575692Z     type: 'Single',
backend-1   | 2026-04-18T05:48:45.218576404Z     servers: Map(1) { 'mongodb:27017' => [ServerDescription] },
backend-1   | 2026-04-18T05:48:45.218577196Z     stale: false,
backend-1   | 2026-04-18T05:48:45.218577886Z     compatible: true,
backend-1   | 2026-04-18T05:48:45.218578605Z     heartbeatFrequencyMS: 10000,
backend-1   | 2026-04-18T05:48:45.218579315Z     localThresholdMS: 15,
backend-1   | 2026-04-18T05:48:45.218580011Z     setName: null,
backend-1   | 2026-04-18T05:48:45.218580673Z     maxElectionId: null,
backend-1   | 2026-04-18T05:48:45.218581342Z     maxSetVersion: null,
backend-1   | 2026-04-18T05:48:45.218583856Z     commonWireVersion: 0,
backend-1   | 2026-04-18T05:48:45.218584620Z     logicalSessionTimeoutMinutes: null
backend-1   | 2026-04-18T05:48:45.218585358Z   },
backend-1   | 2026-04-18T05:48:45.218586049Z   code: undefined,
backend-1   | 2026-04-18T05:48:45.218586740Z   [cause]: MongoNetworkError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.218587573Z       at Socket.<anonymous> (/app/node_modules/mongodb/lib/cmap/connect.js:286:44)
backend-1   | 2026-04-18T05:48:45.218588392Z       at Object.onceWrapper (node:events:632:26)
backend-1   | 2026-04-18T05:48:45.218589122Z       at Socket.emit (node:events:517:28)
backend-1   | 2026-04-18T05:48:45.218589841Z       at emitErrorNT (node:internal/streams/destroy:151:8)
backend-1   | 2026-04-18T05:48:45.218590554Z       at emitErrorCloseNT (node:internal/streams/destroy:116:3)
backend-1   | 2026-04-18T05:48:45.218591304Z       at process.processTicksAndRejections (node:internal/process/task_queues:82:21) {
backend-1   | 2026-04-18T05:48:45.218592060Z     errorLabelSet: Set(1) { 'ResetPool' },
backend-1   | 2026-04-18T05:48:45.218592794Z     beforeHandshake: false,
backend-1   | 2026-04-18T05:48:45.218593461Z     [cause]: Error: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:45.218594182Z         at GetAddrInfoReqWrap.onlookupall [as oncomplete] (node:dns:118:26) {
backend-1   | 2026-04-18T05:48:45.218595128Z       errno: -3001,
backend-1   | 2026-04-18T05:48:45.218595818Z       code: 'EAI_AGAIN',
backend-1   | 2026-04-18T05:48:45.218596521Z       syscall: 'getaddrinfo',
backend-1   | 2026-04-18T05:48:45.218597231Z       hostname: 'mongodb'
backend-1   | 2026-04-18T05:48:45.218597955Z     }
backend-1   | 2026-04-18T05:48:45.218598654Z   }
backend-1   | 2026-04-18T05:48:45.218599314Z }
backend-1   | 2026-04-18T05:48:47.216123793Z Error searching products: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216139578Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:47.216141161Z     at runNextTicks (node:internal/process/task_queues:60:5)
backend-1   | 2026-04-18T05:48:47.216142128Z     at listOnTimeout (node:internal/timers:538:9)
backend-1   | 2026-04-18T05:48:47.216143005Z     at process.processTimers (node:internal/timers:512:7)
backend-1   | 2026-04-18T05:48:47.216143826Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:145:18)
backend-1   | 2026-04-18T05:48:47.216144674Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:47.216145507Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:47.216146328Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:47.216147152Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:47.216147979Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17) {
backend-1   | 2026-04-18T05:48:47.216161718Z   errorLabelSet: Set(0) {},
backend-1   | 2026-04-18T05:48:47.216162600Z   reason: TopologyDescription {
backend-1   | 2026-04-18T05:48:47.216163524Z     type: 'Single',
backend-1   | 2026-04-18T05:48:47.216164367Z     servers: Map(1) { 'mongodb:27017' => [ServerDescription] },
backend-1   | 2026-04-18T05:48:47.216165422Z     stale: false,
backend-1   | 2026-04-18T05:48:47.216166213Z     compatible: true,
backend-1   | 2026-04-18T05:48:47.216167037Z     heartbeatFrequencyMS: 10000,
backend-1   | 2026-04-18T05:48:47.216167829Z     localThresholdMS: 15,
backend-1   | 2026-04-18T05:48:47.216168605Z     setName: null,
backend-1   | 2026-04-18T05:48:47.216169372Z     maxElectionId: null,
backend-1   | 2026-04-18T05:48:47.216170170Z     maxSetVersion: null,
backend-1   | 2026-04-18T05:48:47.216170999Z     commonWireVersion: 0,
backend-1   | 2026-04-18T05:48:47.216171798Z     logicalSessionTimeoutMinutes: null
backend-1   | 2026-04-18T05:48:47.216172635Z   },
backend-1   | 2026-04-18T05:48:47.216173458Z   code: undefined,
backend-1   | 2026-04-18T05:48:47.216175216Z   [cause]: MongoNetworkError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216176123Z       at Socket.<anonymous> (/app/node_modules/mongodb/lib/cmap/connect.js:286:44)
backend-1   | 2026-04-18T05:48:47.216177117Z       at Object.onceWrapper (node:events:632:26)
backend-1   | 2026-04-18T05:48:47.216177943Z       at Socket.emit (node:events:517:28)
backend-1   | 2026-04-18T05:48:47.216178744Z       at emitErrorNT (node:internal/streams/destroy:151:8)
backend-1   | 2026-04-18T05:48:47.216179564Z       at emitErrorCloseNT (node:internal/streams/destroy:116:3)
backend-1   | 2026-04-18T05:48:47.216180406Z       at process.processTicksAndRejections (node:internal/process/task_queues:82:21) {
backend-1   | 2026-04-18T05:48:47.216181249Z     errorLabelSet: Set(1) { 'ResetPool' },
backend-1   | 2026-04-18T05:48:47.216182070Z     beforeHandshake: false,
backend-1   | 2026-04-18T05:48:47.216182882Z     [cause]: Error: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216183700Z         at GetAddrInfoReqWrap.onlookupall [as oncomplete] (node:dns:118:26) {
backend-1   | 2026-04-18T05:48:47.216184584Z       errno: -3001,
backend-1   | 2026-04-18T05:48:47.216185361Z       code: 'EAI_AGAIN',
backend-1   | 2026-04-18T05:48:47.216186179Z       syscall: 'getaddrinfo',
backend-1   | 2026-04-18T05:48:47.216187597Z       hostname: 'mongodb'
backend-1   | 2026-04-18T05:48:47.216188410Z     }
backend-1   | 2026-04-18T05:48:47.216189211Z   }
backend-1   | 2026-04-18T05:48:47.216189988Z }
backend-1   | 2026-04-18T05:48:47.216319764Z getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216540848Z Error tracking order: MongoServerSelectionError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216542160Z     at Topology.selectServer (/app/node_modules/mongodb/lib/sdam/topology.js:326:38)
backend-1   | 2026-04-18T05:48:47.216543021Z     at async tryOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:145:18)
backend-1   | 2026-04-18T05:48:47.216543868Z     at async executeOperation (/app/node_modules/mongodb/lib/operations/execute_operation.js:75:16)
backend-1   | 2026-04-18T05:48:47.216545834Z     at async FindCursor._initialize (/app/node_modules/mongodb/lib/cursor/find_cursor.js:61:26)
backend-1   | 2026-04-18T05:48:47.216546674Z     at async FindCursor.cursorInit (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:633:27)
backend-1   | 2026-04-18T05:48:47.216547490Z     at async FindCursor.fetchBatch (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:667:13)
backend-1   | 2026-04-18T05:48:47.216548306Z     at async FindCursor.next (/app/node_modules/mongodb/lib/cursor/abstract_cursor.js:347:17)
backend-1   | 2026-04-18T05:48:47.216549105Z     at async Collection.findOne (/app/node_modules/mongodb/lib/collection.js:277:21)
backend-1   | 2026-04-18T05:48:47.216549892Z     at async model.Query._findOne (/app/node_modules/mongoose/lib/query.js:2687:15)
backend-1   | 2026-04-18T05:48:47.216550692Z     at async model.Query.exec (/app/node_modules/mongoose/lib/query.js:4604:63) {
backend-1   | 2026-04-18T05:48:47.216551490Z   errorLabelSet: Set(0) {},
backend-1   | 2026-04-18T05:48:47.216552316Z   reason: TopologyDescription {
backend-1   | 2026-04-18T05:48:47.216553079Z     type: 'Single',
backend-1   | 2026-04-18T05:48:47.216553896Z     servers: Map(1) { 'mongodb:27017' => [ServerDescription] },
backend-1   | 2026-04-18T05:48:47.216554729Z     stale: false,
backend-1   | 2026-04-18T05:48:47.216555501Z     compatible: true,
backend-1   | 2026-04-18T05:48:47.216556289Z     heartbeatFrequencyMS: 10000,
backend-1   | 2026-04-18T05:48:47.216557043Z     localThresholdMS: 15,
backend-1   | 2026-04-18T05:48:47.216557787Z     setName: null,
backend-1   | 2026-04-18T05:48:47.216558497Z     maxElectionId: null,
backend-1   | 2026-04-18T05:48:47.216559209Z     maxSetVersion: null,
backend-1   | 2026-04-18T05:48:47.216559925Z     commonWireVersion: 0,
backend-1   | 2026-04-18T05:48:47.216560656Z     logicalSessionTimeoutMinutes: null
backend-1   | 2026-04-18T05:48:47.216561432Z   },
backend-1   | 2026-04-18T05:48:47.216562116Z   code: undefined,
backend-1   | 2026-04-18T05:48:47.216562854Z   [cause]: MongoNetworkError: getaddrinfo EAI_AGAIN mongodb
backend-1   | 2026-04-18T05:48:47.216563649Z       at Socket.<anonymous> (/app/node_modules/mongodb/lib/cmap/connect.js:286:44)
backend-1   | 2026-04-18T05:48:47.216564486Z       at Object.onceWrapper (node:events:632:26)
backend-1   | 2026-04-18T05:48:47.216565271Z       at Socket.emit (node:events:517:28)
backend-1   | 2026-04-18T05:48:47.216566035Z       at emitErrorNT (node:internal/streams/destroy:151:8)
backend-1   | 2026-04-18T05:48:47.216566802Z       at emitErrorCloseNT (node:internal/streams/destroy:116:3)
backend-1   | 2026-04-18T05:48:47.216567585Z       at process.processTicksAndRejections (node:internal/process/task_queues:82:21) {
backend-1   | 2026-04-18T05:48:47.216568392Z     errorLabelSet: Set(1) { 'ResetPool' },
backend-1   | 2026-04-18T05:48:47.216569150Z     beforeHandshake: false,
